domain,primary_email,email_2,email_3,all_emails,email_source_url,pages_checked,source,status,niche,confidence,review_flag,review_reason,contact_form,contact_form_url,wayback_snapshot_date,date_scraped
discover.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
chemik24.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
kalendarzrolnikow.pl,naczelny@kalendarzrolnikow.pl,,,naczelny@kalendarzrolnikow.pl,https://kalendarzrolnikow.pl/contact,12,scraper,verified,Technology,high,,,Yes,https://www.kalendarzrolnikow.pl/9796/konkurs-dla-partnerow-ksow-2,,23/06/2026
znajkraj.pl,poczta@znajkraj.pl,,,poczta@znajkraj.pl,https://znajkraj.pl/contact,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
majsterkowo.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
polszczyzna.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
kowal-swojego-losu.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
magazyn-stomatologiczny.pl,info@czelej.com.pl,nfo@czelej.com.pl,,info@czelej.com.pl | nfo@czelej.com.pl,https://magazyn-stomatologiczny.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
smartage.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
wroclife.pl,redakcja@wroclife.pl,bartosz.senderek@e.wroclife.pl,reklama@wroclife.pl,redakcja@wroclife.pl | bartosz.senderek@e.wroclife.pl | reklama@wroclife.pl,https://wroclife.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
trafficban.com,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
sztafeta.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
zambrow.org,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
kobietamag.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
slynni.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
forumlogopedy.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
kociewiak.pl,firmy@portalpomorza.pl,redakcja@gazetakociewska.pl,,firmy@portalpomorza.pl | redakcja@gazetakociewska.pl,https://kociewiak.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,Yes,https://kociewiak.pl,,23/06/2026
swiatmotocykli.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
pedagogika-specjalna.edu.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
szklarska-poreba.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
mlodytechnik.pl,avt@avt.pl,,,avt@avt.pl,https://mlodytechnik.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
konflikty.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
lady.com.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
lublin24.pl,janislawski@lublin24.pl,redakcja@lublin24.pl,powiadomienia@lublin24.pl,janislawski@lublin24.pl | redakcja@lublin24.pl | powiadomienia@lublin24.pl | joanna.niecko93@gmail.com | patrycja.dubicka@24wspolnota.pl | agnieszka.brania@24wspolnota.pl | badziak@24wspolnota.pl | reklama@lukow24.pl | ksiegowosc@24wspolnota.pl,https://lublin24.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
epedagogika.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
nowakonfederacja.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
wirtualneszlaki.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
ki24.info,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
cybersport.pl,,,,,,12,smtp_catchall,no_email_found,Entertainment,low,yes,smtp_catchall,,,,23/06/2026
moje-gniezno.pl,,,,,,8,,no_email_found,Sports,,yes,no_email_found,,,,23/06/2026
maluszeksklep.pl,,,,,,12,,no_email_found,Review Site,,yes,no_email_found,,,,23/06/2026
wymiengry.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,Yes,https://wymiengry.pl,,23/06/2026
molpharma.pl,,,,,,0,blocked:pharma,skipped_irrelevant,Health / Medical,,,,,,,23/06/2026
zabkowice.express-miejski.pl,kontakt@express-miejski.pl,reklama@express-miejski.pl,emagda@express-miejski.pl,kontakt@express-miejski.pl | reklama@express-miejski.pl | emagda@express-miejski.pl | wspolpraca@express-miejski.pl,https://zabkowice.express-miejski.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
centrumestetyki.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
filarybiznesu.pl,kontakt@filarybiznesu.pl,redakcja@filarybiznesu.pl,reklama@filarybiznesu.pl,kontakt@filarybiznesu.pl | redakcja@filarybiznesu.pl | reklama@filarybiznesu.pl,https://filarybiznesu.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
miastons.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
hitpraca.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://hitpraca.pl,,23/06/2026
portal.plocman.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
gospodarkapodkarpacka.pl,redakcja@gospodarkapodkarpacka.pl,,,redakcja@gospodarkapodkarpacka.pl,https://gospodarkapodkarpacka.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
rynekaptek.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
express-miejski.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
e-alpaka.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://e-alpaka.pl,,23/06/2026
magazynperkusista.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
glospedagogiczny.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://www.glospedagogiczny.pl/autor/materialy-partnera,,23/06/2026
echokatolickie.pl,redakcja@echokatolickie.pl,,,redakcja@echokatolickie.pl,https://echokatolickie.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://echokatolickie.pl,,23/06/2026
porcja.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
e-monki.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
kierunekwlochy.pl,,,,,,0,blocked:hotel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
bigbaddice.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
gazzettaitalia.pl,redazione@gazzettaitalia.pl,,,redazione@gazzettaitalia.pl,https://gazzettaitalia.pl,8,scraper,verified,Food & Drink,high,,,Yes,https://gazzettaitalia.pl,,23/06/2026
wamiz.pl,data.privacy@pl.nestle.com,,,data.privacy@pl.nestle.com,https://wamiz.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
salusprodomo.pl,,,,,,0,blocked:psychiatry,skipped_irrelevant,Health / Medical,,,,,,,23/06/2026
walbrzych24.com,redakcja@walbrzych24.com,,,redakcja@walbrzych24.com,https://walbrzych24.com,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://www.walbrzych24.com/artykul/36061/k/4/zrobil-test-milosci-i-pobil-partnerke,,23/06/2026
klubpodroznikow.com,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
tygodnikzamojski.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
walbrzyszek.com,ogloszenia@walbrzyszek.com,zgloszenia@walbrzyszek.com,,ogloszenia@walbrzyszek.com | zgloszenia@walbrzyszek.com,https://walbrzyszek.com,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
suchainfo.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
patrz.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
autogaleria.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
magnapolonia.org,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://magnapolonia.org,,23/06/2026
poza-domem.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
aszdziennik.pl,aleksandra.kasprzak@aszdziennik.pl,kontakt@aszdziennik.pl,monika.jankowska-janicka@natemat.pl,aleksandra.kasprzak@aszdziennik.pl | kontakt@aszdziennik.pl | monika.jankowska-janicka@natemat.pl | patronaty@natemat.pl,https://aszdziennik.pl/contact,12,scraper,verified,News / Media,high,,,,,,23/06/2026
telewizjastk.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
narty.pl,,,,,,0,blocked:hotel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
mecze24.pl,contact@mecze24.pl,,,contact@mecze24.pl,,12,smtp_guess,needs_manual_check,Sports,low,yes,smtp_guess,,,,23/06/2026
stypendium.org,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
parkrodzinka.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
swiat-kosmetykow.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
transfery.info,,,,,,12,,no_email_found,Sports,,yes,no_email_found,,,,23/06/2026
obud.pl,redakcja@obud.pl,,,redakcja@obud.pl,https://obud.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
jednoslad.pl,,,,,,12,smtp_catchall,no_email_found,Review Site,low,yes,smtp_catchall,,,,23/06/2026
pasjovet.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
roweroweporady.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
gamesfanatic.pl,kontakt@gamesfanatic.pl,,,kontakt@gamesfanatic.pl,https://gamesfanatic.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
materialybudowlane.info.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
wyskocznawakacje.com,kontakt@wyskocznawakacje.com,,,kontakt@wyskocznawakacje.com,https://wyskocznawakacje.com,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
wolnemedia.net,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
paradoks.net.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
wrzesnia.info.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
moje-zycie.eu,kontakt@moje-zycie.eu,klinikamojezycie@gmail.com,,kontakt@moje-zycie.eu | klinikamojezycie@gmail.com,https://moje-zycie.eu,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
swiatrolnika.info,redakcja@swiatrolnika.info,,,redakcja@swiatrolnika.info,https://swiatrolnika.info,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
wiadomosci.com,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
emeraldmedia.pl,hello@emeraldmedia.pl,,,hello@emeraldmedia.pl,https://emeraldmedia.pl,12,scraper,verified,Technology,high,,,Yes,https://emeraldmedia.pl/contact,,23/06/2026
zyciekalisza.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
wysylkowa.pl,,,,,,12,,no_email_found,Review Site,,yes,no_email_found,,,,23/06/2026
tvsudecka.pl,kontakt@tvsudecka.pl,,,kontakt@tvsudecka.pl,https://tvsudecka.pl,12,scraper,verified,Travel,high,,,,,,23/06/2026
gorydlaciebie.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
nakolei.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
termomodernizacja.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
estradaistudio.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
jaslo4u.pl,redakcja@jaslo4u.pl,,,redakcja@jaslo4u.pl,https://jaslo4u.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://jaslo4u.pl,,23/06/2026
gorzowianin.com,anna.kluwak@gorzowianin.com,marcin.kluwak@gorzowianin.com,,anna.kluwak@gorzowianin.com | marcin.kluwak@gorzowianin.com,https://gorzowianin.com/wiadomosc/29292-gorzow-smiertelne-pobicie-partnerki-akt-oskarzenia.html,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
styl.fm,biuro@styl.fm,,,biuro@styl.fm,https://styl.fm,12,scraper,verified,Lifestyle,high,,,,,,23/06/2026
aioai.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://aioai.pl,,23/06/2026
faktykaliskie.info,winobranie.sidrom@gmail.com,a.bolesta@op.pl,waleckaannamariawalecka@gmail.com,winobranie.sidrom@gmail.com | a.bolesta@op.pl | waleckaannamariawalecka@gmail.com | agnieszka.gierz@gmail.com | marcinspetany@gmail.com,https://faktykaliskie.info,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,Yes,https://faktykaliskie.info,,23/06/2026
obserwatorlogistyczny.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
pultusk.tv,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
bilgorajska.pl,alert@bilgorajska.pl,redakcja@bilgorajska.pl,,alert@bilgorajska.pl | redakcja@bilgorajska.pl,https://bilgorajska.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
gazetagazeta.com,,,,,,12,smtp_catchall,no_email_found,,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
eslupsk.pl,,,,,,12,smtp_catchall,no_email_found,Technology,low,yes,smtp_catchall,,,,23/06/2026
zielonytarg.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
elubaczow.com,kontakt@medialubaczowskie.pl,,,kontakt@medialubaczowskie.pl,https://elubaczow.com,12,scraper,needs_manual_check,Blog / Content Site,medium,yes,domain_mismatch,,,,23/06/2026
e-wrzesnia.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
wadowiceonline.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
domyopieki.pl,redakcja@domyopieki.pl,arcan@wp.pl,,redakcja@domyopieki.pl | arcan@wp.pl,https://domyopieki.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
dlakociarzy.pl,sklep@dlakociarzy.pl,,,sklep@dlakociarzy.pl,https://dlakociarzy.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
otobytow.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
raportkolejowy.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://raportkolejowy.pl,,23/06/2026
wodnesprawy.pl,media@wodnesprawy.pl,agnieszka.hobot@wodnesprawy.pl,marta.saracyn@wodnesprawy.pl,media@wodnesprawy.pl | agnieszka.hobot@wodnesprawy.pl | marta.saracyn@wodnesprawy.pl | agnieszka.kolada@wodnesprawy.pl | redakcja@wodnesprawy.pl,https://wodnesprawy.pl/contact,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
sieciprawdy.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
dlamaturzysty.info,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
poradnikhandlowca.com.pl,newsletter@poradnikhandlowca.com.pl,redakcja@poradnikhandlowca.com.pl,,newsletter@poradnikhandlowca.com.pl | redakcja@poradnikhandlowca.com.pl,https://poradnikhandlowca.com.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://poradnikhandlowca.com.pl,,23/06/2026
forum.obud.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
tymrazem.pl,napisz@tymrazem.pl,,,napisz@tymrazem.pl,https://tymrazem.pl/contact,12,scraper,verified,Blog / Content Site,high,,,Yes,https://tymrazem.pl/contact,,23/06/2026
miedzyzdroje.net.pl,biuro@akcept.eu,,,biuro@akcept.eu,https://miedzyzdroje.net.pl/contact,12,scraper,needs_manual_check,Blog / Content Site,medium,yes,domain_mismatch,Yes,https://miedzyzdroje.net.pl/contact,,23/06/2026
m.elblag.net,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
roztocze.net,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
komunikaty.pl,kontakt_komunikaty@agora.pl,,,kontakt_komunikaty@agora.pl,https://komunikaty.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
dzieckiembadz.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
mojegizycko.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
24jgora.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
bonavita.pl,kontakt@bonavita.pl,,,kontakt@bonavita.pl,https://bonavita.pl/contact,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://bonavita.pl,,23/06/2026
tugazeta.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
ddb24.pl,redakcja@dziendobry.bialystok.pl,,,redakcja@dziendobry.bialystok.pl,https://ddb24.pl,12,scraper,needs_manual_check,Lifestyle,medium,yes,domain_mismatch,,,,23/06/2026
rytmy.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
kolejowyportal.pl,kontakt@kolejowyportal.pl,,,kontakt@kolejowyportal.pl,https://kolejowyportal.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
nowy-sacz.info,kontakt@nowy-sacz.info,,,kontakt@nowy-sacz.info,https://nowy-sacz.info,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
calc.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
stalowka.net,news@stalowka.net,info@stalowka.net,,news@stalowka.net | info@stalowka.net,,12,smtp_guess,needs_manual_check,General / Other,low,yes,unclassified_niche; smtp_guess,,,,23/06/2026
videotesty.pl,,,,,,12,smtp_catchall,no_email_found,Entertainment,low,yes,smtp_catchall,Yes,https://videotesty.pl,,23/06/2026
eurostudent.pl,wspolpraca@feniksmedia.pl,,,wspolpraca@feniksmedia.pl,https://eurostudent.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
tworzywa.pl,info@tworzywa.pl,,,info@tworzywa.pl,https://tworzywa.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
chinskisamochod.com,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://chinskisamochod.com,,23/06/2026
koscian.net,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
gaski.pl,biuro@akcept.eu,,,biuro@akcept.eu,https://gaski.pl/contact,12,scraper,needs_manual_check,Blog / Content Site,medium,yes,domain_mismatch,Yes,https://gaski.pl/contact,,23/06/2026
dentysta.eu,marcin@dentysta.eu,,,marcin@dentysta.eu,https://dentysta.eu,12,scraper,verified,Technology,high,,,Yes,https://dentysta.eu,,23/06/2026
goryiludzie.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
ithink.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
silesia.news,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
terapiaspecjalna.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
bia24.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
ostrowmaz.com,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
biznesforum.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
dolny-slask.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
kontramoto.pl,info@examplegmail.com,,,info@examplegmail.com,https://kontramoto.pl/about,12,scraper,needs_manual_check,Blog / Content Site,medium,yes,domain_mismatch,Yes,https://kontramoto.pl/contact,,23/06/2026
przegladbudowlany.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
podhaleregion.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
ftb.pl,info@ftb.pl,,,info@ftb.pl,https://ftb.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
exploris.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
super-nowa.pl,redakcja@super-nowa.pl,,,redakcja@super-nowa.pl,https://super-nowa.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
automatykab2b.pl,avt@avt.pl,,,avt@avt.pl,https://automatykab2b.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
biegowe.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
publikacje.edu.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
maluchyirodzice.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
auura.pl,kontakt@auura.pl,,,kontakt@auura.pl,https://auura.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
ck.zagan.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
sport-tour.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
mieso.com.pl,rzeznik@mieso.com.pl,,,rzeznik@mieso.com.pl,https://mieso.com.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
martwepiksele.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
topflop.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
portalmedialny.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
dekoratorniatv.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
ighz.edu.pl,,,,,,12,,no_email_found,Review Site,,yes,no_email_found,,,,23/06/2026
bikeboard.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
miejscowa.pl,kontakt@miejscowa.pl,,,kontakt@miejscowa.pl,https://miejscowa.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
ekoszalin.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
naszelk.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
biokurier.pl,info@ekomedia.com.pl,,,info@ekomedia.com.pl,https://biokurier.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
gostynininfo.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
likekonik.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
e-myszkow.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
radioklinika.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
saleweselne.com,,,,,,0,blocked:hotel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
mandispa.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
eporady24.pl,porady@eporady24.pl,,,porady@eporady24.pl,https://eporady24.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://www.eporady24.pl/Zwiazek_partnerski-podkategoria-3-154.html,,23/06/2026
eglos.pl,kontakt@glossk.pl,,,kontakt@glossk.pl,https://eglos.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
eboleslawiec.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
manwoman.com,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
echogorzowa.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
kraina-stylu.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
camprest.com,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
mojpieknyogrod.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
wzr.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
naszdekarz.com.pl,a.ambrozkiewicz@dekarz.com.pl,i.szczepaniak@dekarz.com.pl,,a.ambrozkiewicz@dekarz.com.pl | i.szczepaniak@dekarz.com.pl,https://naszdekarz.com.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
meskiswiat.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://meskiswiat.pl,,23/06/2026
gorlice24.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
gorzow24.pl,redakcja@gorzow24.pl,reklama@gorzow24.pl,,redakcja@gorzow24.pl | reklama@gorzow24.pl,https://gorzow24.pl,12,scraper,verified,News / Media,high,,,,,,23/06/2026
urbnews.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
portalpszczelarski.pl,redakcja@portalpszczelarski.pl,biuro@apibalt.pl,,redakcja@portalpszczelarski.pl | biuro@apibalt.pl,https://portalpszczelarski.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
ckm.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
nowytydzien.pl,redakcja@nowytydzien.pl,ewa.sprawka@nowytydzien.pl,,redakcja@nowytydzien.pl | ewa.sprawka@nowytydzien.pl,https://nowytydzien.pl/about-us,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://nowytydzien.pl/contact,,23/06/2026
